term,IDSeasonYearHerd,estimate,estimate_fix,estimate_id,ANIMAL_ID,SEASON,YEAR,HERD
bufConiferScrub,mr2009a31_calving_2012_MIDRIDGE,1.73235801864554,0.232619552387864,1.9649775710334,mr2009a31,calving,2012,MIDRIDGE
bufConiferScrub,mr2009a16_winter_2009_MIDRIDGE,-0.860188274552665,0.232619552387864,-0.627568722164801,mr2009a16,winter,2009,MIDRIDGE
bufConiferScrub,mr2009a31_winter_2010_MIDRIDGE,-0.630575659430141,0.232619552387864,-0.397956107042277,mr2009a31,winter,2010,MIDRIDGE
bufConiferScrub,sc2006026_calving_2006_TOPSAILS,1.69096285494159,0.232619552387864,1.92358240732946,sc2006026,calving,2006,TOPSAILS
bufConiferScrub,sc2007074_calving_2009_LAPOILE,1.81489853826691,0.232619552387864,2.04751809065478,sc2007074,calving,2009,LAPOILE
bufConiferScrub,mr2009a31_calving_2013_MIDRIDGE,2.82869266333276,0.232619552387864,3.06131221572062,mr2009a31,calving,2013,MIDRIDGE
bufConiferScrub,mr2009a16_winter_2010_MIDRIDGE,-4.92622878101066,0.232619552387864,-4.6936092286228,mr2009a16,winter,2010,MIDRIDGE
bufConiferScrub,mr2009a31_winter_2011_MIDRIDGE,-2.1805364631888,0.232619552387864,-1.94791691080093,mr2009a31,winter,2011,MIDRIDGE
bufConiferScrub,sc2006026_calving_2007_TOPSAILS,1.73748806517697,0.232619552387864,1.97010761756484,sc2006026,calving,2007,TOPSAILS
bufConiferScrub,sc2007074_calving_2010_LAPOILE,2.0145411078782,0.232619552387864,2.24716066026607,sc2007074,calving,2010,LAPOILE
bufConiferScrub,mr2009a31_winter_2009_MIDRIDGE,0.887162758370302,0.232619552387864,1.11978231075817,mr2009a31,winter,2009,MIDRIDGE
bufConiferScrub,mr2009a16_winter_2011_MIDRIDGE,0.129422788525562,0.232619552387864,0.362042340913426,mr2009a16,winter,2011,MIDRIDGE
bufConiferScrub,mr2009a31_winter_2012_MIDRIDGE,-1.38120804789218,0.232619552387864,-1.14858849550432,mr2009a31,winter,2012,MIDRIDGE
bufConiferScrub,sc2006026_calving_2008_TOPSAILS,1.76275401712063,0.232619552387864,1.9953735695085,sc2006026,calving,2008,TOPSAILS
bufConiferScrub,sc2007074_calving_2011_LAPOILE,1.45474843961457,0.232619552387864,1.68736799200243,sc2007074,calving,2011,LAPOILE
bufConiferScrub,sc2006026_winter_2006_TOPSAILS,-1.8291150129281,0.232619552387864,-1.59649546054023,sc2006026,winter,2006,TOPSAILS
bufConiferScrub,mr2009a17_calving_2009_MIDRIDGE,3.05062538750405,0.232619552387864,3.28324493989192,mr2009a17,calving,2009,MIDRIDGE
bufConiferScrub,mr2009a31_winter_2013_MIDRIDGE,-1.51345751954624,0.232619552387864,-1.28083796715837,mr2009a31,winter,2013,MIDRIDGE
bufConiferScrub,sc2006026_calving_2009_TOPSAILS,1.76198761887653,0.232619552387864,1.99460717126439,sc2006026,calving,2009,TOPSAILS
bufConiferScrub,sc2007074_calving_2012_LAPOILE,1.33060577981086,0.232619552387864,1.56322533219873,sc2007074,calving,2012,LAPOILE
bufConiferScrub,sc2006026_winter_2007_TOPSAILS,2.24212733747718,0.232619552387864,2.47474688986504,sc2006026,winter,2007,TOPSAILS
bufConiferScrub,mr2009a17_calving_2010_MIDRIDGE,2.63385670656554,0.232619552387864,2.8664762589534,mr2009a17,calving,2010,MIDRIDGE
